ain3[N],ain4[N],ain5[N]
0.700,10.188,14.207
0.700,13.017,14.713
0.700,14.713,15.506
0.700,14.713,15.506
0.713,19.467,16.342
0.713,19.467,16.342
0.725,20.161,16.924
0.725,20.161,16.924
0.725,21.622,17.527
0.725,21.622,17.527
0.725,23.190,16.924
0.725,23.190,16.924
0.713,22.004,16.924
0.700,21.247,13.961
0.700,21.247,13.961
0.700,19.467,9.838
0.700,19.467,9.838
0.700,19.130,8.704
0.700,19.130,8.704
0.700,17.836,8.115
0.688,10.551,7.306
0.688,10.551,7.306
0.688,6.578,6.027
0.688,6.578,6.027
0.000,2.941,4.801
0.000,2.941,4.801
0.000,2.001,3.757
0.000,2.001,3.757
0.000,1.834,3.046
0.000,1.834,3.046
0.000,1.899,2.890
0.000,1.899,2.890
0.000,2.302,3.324
0.000,2.993,3.628
0.000,2.993,3.628
0.000,3.891,3.757
0.000,3.891,3.757
0.000,4.476,3.891
0.000,4.476,3.891
0.688,4.885,3.960
0.688,4.885,3.960
0.688,5.332,3.692
0.688,5.332,3.692
0.688,5.922,4.030
0.688,5.922,4.030
0.688,7.435,4.322
0.688,7.435,4.322
0.688,8.404,4.555
0.688,7.836,4.476
0.688,7.836,4.476
0.688,5.922,4.030
0.688,5.922,4.030
0.688,5.149,3.503
0.688,5.149,3.503
0.000,4.247,2.602
0.000,4.247,2.602
0.000,3.503,2.302
0.000,2.648,2.223
0.000,2.648,2.223
0.000,2.037,2.184
0.000,2.037,2.184
0.000,1.740,2.262
0.000,1.740,2.262
0.000,1.512,2.557
0.000,1.486,3.046
0.000,1.486,3.046
0.000,1.566,3.503
0.000,1.566,3.503
0.000,1.740,4.398
0.000,1.740,4.398
0.688,2.001,3.757
0.688,2.001,3.757
0.000,2.146,2.941
0.000,2.146,2.223
0.000,2.146,2.223
0.000,1.512,1.966
0.000,1.512,1.966
0.000,1.205,1.410
0.000,1.205,1.410
0.000,1.512,1.292
0.000,1.512,1.292
0.000,1.866,1.386
0.000,1.866,1.386
0.000,1.770,1.512
0.000,1.770,1.512
0.000,1.622,1.566
0.000,1.622,1.566
0.000,1.740,1.566
0.000,1.802,1.651
0.000,1.802,1.651
0.000,1.710,1.566
0.000,1.710,1.566
0.000,1.410,1.248
0.000,1.410,1.248
0.000,1.594,1.486
0.000,1.594,1.486
0.000,1.338,1.594
0.000,1.338,1.594
0.000,1.226,1.622
0.000,1.486,1.594
0.000,1.486,1.594
0.000,1.866,1.594
0.000,1.866,1.594
0.000,2.146,1.594
0.000,2.146,1.594
0.000,2.941,1.710
0.000,2.941,1.710
0.000,3.503,1.866
0.688,4.247,2.223
0.688,4.247,2.223
0.688,4.398,2.648
0.688,4.398,2.648
0.688,4.322,3.267
0.688,4.322,3.267
0.688,5.149,3.692
0.688,5.149,3.692
0.688,5.522,4.101
0.700,5.522,5.059
0.700,5.522,5.059
0.700,8.115,5.059
0.713,10.927,5.522
0.713,10.927,5.522
0.713,16.058,4.717
0.713,16.058,4.717
0.725,19.811,5.240
0.738,18.798,5.426
0.725,19.130,3.565
0.700,17.527,2.890
0.700,17.527,2.890
0.700,16.342,3.503
0.688,10.551,4.635
0.688,10.551,4.635
0.000,2.469,3.503
0.000,1.270,1.362
0.000,1.270,1.362
0.000,1.362,1.226
0.000,1.338,1.104
0.000,1.338,1.566
0.000,1.338,1.566
0.000,1.410,1.680
0.000,1.460,1.460
0.000,1.460,1.460
0.000,1.622,1.566
0.000,1.622,1.566
0.000,2.037,1.680
0.000,2.648,1.899
0.000,2.648,1.899
0.000,2.742,2.072
0.000,2.695,2.146
0.000,2.695,2.146
0.000,2.557,2.184
0.000,2.557,2.184
0.000,2.695,2.302
0.000,2.840,2.262
0.000,2.840,2.262
0.000,2.840,2.184
0.000,2.840,2.184
0.000,2.840,2.262
0.000,2.890,2.262
0.000,2.890,2.262
0.000,2.890,2.302
0.000,2.890,2.262
0.000,2.890,2.262
0.000,2.840,2.262
0.000,2.557,2.146
0.000,2.557,2.146
0.000,2.223,2.001
0.000,2.223,2.001
0.000,1.966,1.834
0.000,1.966,1.834
0.000,1.802,1.710
0.000,1.802,1.710
0.000,1.866,1.651
0.000,1.866,1.651
0.000,1.932,1.594
0.000,1.932,1.594
0.000,2.001,1.539
0.000,2.223,1.512
0.000,2.223,1.512
0.000,2.109,1.622
0.000,1.740,1.680
0.000,1.740,1.680
0.000,1.512,1.710
0.000,1.512,1.710
0.000,1.594,1.834
0.000,1.680,2.109
0.000,1.680,2.109
0.000,1.770,2.343
0.000,1.770,2.343
0.000,1.966,2.791
0.000,1.966,2.791
0.000,1.966,2.791
0.000,2.384,3.210
0.000,2.742,3.383
0.000,2.742,3.383
0.000,3.324,3.099
0.000,3.324,3.099
0.000,3.099,2.602
0.000,3.099,2.602
0.000,2.890,2.302
0.000,2.890,2.302
0.000,2.184,1.594
0.000,2.184,1.594
0.000,2.072,1.651
0.000,1.710,1.486
0.000,1.710,1.486
0.000,1.651,1.386
0.000,1.651,1.386
0.000,1.386,1.512
0.000,1.386,1.512
0.000,1.184,1.539
0.000,1.315,1.802
0.000,1.315,1.802
0.000,1.315,1.802
0.000,1.539,2.072
0.000,1.486,2.037
0.000,1.486,2.037
0.000,1.435,1.899
0.000,1.435,1.899
0.000,1.512,1.899
0.000,1.512,1.899
0.000,1.594,1.932
0.000,1.594,1.932
0.000,1.802,2.072
0.000,1.802,2.072
0.000,1.770,2.072
0.000,1.770,2.072
0.000,1.802,2.037
0.000,1.802,2.037
0.000,1.899,2.037
0.000,1.966,1.932
0.000,1.966,1.932
0.000,1.932,1.802
0.000,1.932,1.802
0.000,1.802,1.651
0.000,1.802,1.651
0.000,1.802,1.566
0.000,1.802,1.566
0.000,1.802,1.622
0.000,1.802,1.622
0.000,1.834,1.566
0.000,1.802,1.539
0.000,1.802,1.539
0.000,1.866,1.566
0.000,1.866,1.566
0.000,1.866,1.622
0.000,1.866,1.680
0.000,1.866,1.680
0.000,1.966,1.651
0.000,2.037,1.651
0.000,2.037,1.651
0.000,2.001,1.740
0.000,2.001,1.740
0.000,2.109,1.770
0.000,2.109,1.770
0.000,2.072,1.740
0.000,2.072,1.740
0.000,2.146,1.740
0.000,2.146,1.740
0.000,2.109,1.770
0.000,2.109,1.770
0.000,2.109,1.770
0.000,2.109,1.770
0.000,2.109,1.770
0.000,2.072,1.770
0.000,2.072,1.770
0.000,2.001,1.802
0.000,2.001,1.802
0.000,2.037,1.802
0.000,2.037,1.802
0.000,2.072,1.802
0.000,2.072,1.802
0.000,2.072,1.802
0.000,2.072,1.802
0.000,2.072,1.802
0.000,2.072,1.802
0.000,2.109,1.802
0.000,2.109,1.802
0.000,2.109,1.802
0.000,2.037,1.770
0.000,2.072,1.740
0.000,2.001,1.770
0.000,2.001,1.770
0.000,2.037,1.770
0.000,2.037,1.740
0.000,2.001,1.622
0.000,1.966,1.680
0.000,1.932,1.802
0.000,1.866,1.710
0.000,1.834,1.566
0.000,1.834,1.566
0.000,1.834,1.566
0.000,1.866,1.622
0.000,1.899,1.594
0.000,1.866,1.770
0.000,1.802,2.037
0.000,1.680,2.512
0.000,1.710,2.791
0.000,1.932,3.099
0.000,2.384,3.565
0.000,3.503,4.717
0.000,4.476,6.027
0.000,4.476,6.027
0.000,4.801,7.055
0.688,5.922,9.335
0.688,5.922,9.335
0.688,6.464,9.667
0.700,10.011,13.247
0.713,12.791,21.622
0.713,13.247,18.798
0.713,13.247,18.798
0.725,14.207,19.467
0.725,14.207,19.467
0.725,14.207,20.161
0.725,14.207,20.161
0.700,10.551,9.667
0.700,10.551,9.667
0.700,9.173,5.619
0.700,9.173,5.619
0.688,10.011,2.469
0.688,8.704,2.146
0.000,7.055,2.262
0.000,7.055,2.262
0.000,4.635,2.343
0.000,4.635,2.343
0.000,3.324,2.742
0.000,3.324,2.742
0.000,2.993,2.695
0.000,2.993,2.695
0.000,3.046,3.046
0.000,3.046,3.046
0.000,3.210,2.890
0.000,3.324,2.840
0.000,3.324,2.840
0.000,3.210,2.941
0.000,3.210,2.941
0.000,2.557,2.993
0.000,2.695,2.890
0.000,2.695,2.890
0.000,3.503,2.993
0.688,4.476,3.210
0.688,4.476,3.210
0.000,5.522,3.267
0.000,5.522,3.267
0.688,7.567,3.628
0.688,7.567,3.628
0.000,7.836,3.757
0.688,8.115,3.503
0.688,8.115,3.503
0.688,8.258,3.443
0.688,8.258,3.443
0.688,7.055,3.210
0.688,6.133,3.099
0.688,6.133,3.099
0.000,5.332,2.993
0.000,4.247,2.993
0.000,4.247,2.993
0.000,3.383,2.941
0.000,3.383,2.941
0.000,2.426,3.267
0.000,1.966,3.267
0.000,1.966,3.267
0.000,1.802,3.692
0.000,1.802,3.692
0.000,1.932,4.173
0.000,1.932,4.173
0.688,1.932,4.717
0.000,1.966,4.885
0.000,1.966,4.885
0.000,1.866,4.801
0.000,1.866,4.801
0.000,2.146,5.922
0.000,2.072,6.133
0.000,2.072,6.133
0.000,2.146,5.522
0.000,2.146,5.522
0.000,2.469,4.972
0.000,2.469,4.972
0.000,2.742,4.972
0.000,2.602,4.476
0.000,2.602,4.476
0.000,2.557,4.635
0.000,2.557,4.635
0.000,2.791,4.801
0.000,2.695,4.801
0.000,2.695,4.801
0.000,2.648,4.801
0.688,2.648,4.885
0.688,2.648,4.885
0.000,2.840,4.972
0.000,2.890,5.149
0.000,2.890,5.149
0.000,2.695,5.059
0.000,2.695,5.059
0.688,2.302,5.149
0.000,2.146,5.059
0.000,2.146,5.059
0.688,2.146,5.619
0.688,2.146,5.619
0.000,2.426,6.242
0.000,2.426,6.242
0.688,2.557,6.694
0.688,2.343,6.933
0.688,2.343,6.933
0.688,2.469,7.974
0.688,3.099,8.704
0.688,3.099,8.704
0.688,3.628,9.499
0.688,3.628,9.499
0.700,4.972,10.368
0.700,6.578,12.351
0.700,6.578,12.351
0.700,8.553,14.973
0.700,8.553,14.973
0.713,10.011,17.527
0.713,10.368,16.924
0.713,10.368,16.924
0.725,10.188,18.151
0.725,10.188,18.151
0.725,11.316,18.798
0.725,11.316,18.798
0.725,13.718,18.472
0.725,15.237,16.342
0.725,15.237,16.342
0.713,16.924,15.780
0.713,17.527,15.780
0.713,17.527,15.780
0.713,18.151,14.973
0.713,18.151,14.973
0.700,17.527,11.120
0.700,17.527,7.435
0.700,17.527,7.435
0.700,19.130,6.352
0.700,19.130,6.352
0.700,17.223,7.055
0.688,13.247,5.820
0.688,13.247,5.820
0.688,8.115,4.398
0.688,8.115,4.398
0.688,9.014,5.059
0.688,9.014,5.059
0.000,8.704,4.398
0.688,6.027,4.635
0.688,6.027,4.635
0.000,5.719,4.101
0.000,5.719,4.101
0.688,6.242,4.322
0.688,6.242,4.322
0.688,6.694,4.801
0.688,6.578,4.717
0.688,6.578,4.717
0.688,7.180,4.717
0.688,7.180,4.717
0.688,9.667,4.635
0.688,11.120,4.635
0.688,11.120,4.635
0.688,10.737,4.476
0.688,8.857,3.960
0.688,8.857,3.960
0.688,7.435,3.757
0.688,5.332,2.941
0.000,3.503,2.791
0.000,1.622,3.154
0.000,1.622,3.154
0.688,3.757,6.242
0.688,3.757,6.242
0.000,2.602,4.173
0.000,2.302,3.757
0.000,2.302,3.757
0.000,2.302,3.757
0.000,1.932,3.628
0.000,1.932,4.101
0.000,1.932,4.101
0.000,1.899,4.322
0.688,1.802,5.332
0.688,1.802,5.332
0.688,1.740,6.464
0.688,1.899,7.306
0.688,1.899,7.306
0.688,2.426,8.258
0.688,2.426,8.258
0.700,2.648,9.173
0.700,3.267,10.368
0.700,3.267,10.368
0.700,4.247,11.926
0.700,4.247,11.926
0.700,5.922,13.017
0.700,5.922,13.017
0.713,7.567,15.780
0.713,7.567,15.780
0.713,8.857,17.836
0.713,9.014,17.836
0.713,9.014,17.836
0.725,11.926,20.161
0.725,11.926,21.247
0.725,11.926,21.247
0.725,13.480,20.161
0.725,16.342,20.879
0.725,16.342,20.879
0.725,17.223,22.004
0.725,17.527,21.247
0.725,18.472,20.161
0.725,18.472,20.161
0.713,20.161,17.527
0.713,20.161,17.527
0.713,20.879,14.713
0.700,21.622,10.551
0.700,21.622,10.551
0.700,18.151,10.011
0.700,18.151,10.011
0.688,10.737,6.694
0.688,4.476,4.030
0.688,4.476,4.030
0.000,2.001,2.840
0.000,2.001,2.840
0.000,1.315,2.384
0.000,1.315,2.384
0.000,1.362,2.146
0.000,1.362,2.146
0.000,1.386,2.184
0.000,1.270,1.899
0.000,1.270,1.899
0.000,1.315,1.362
0.000,1.315,1.362
0.000,1.362,1.226
0.000,1.362,1.184
0.000,1.362,1.184
0.000,1.386,1.143
0.000,1.338,1.085
0.000,1.338,1.085
0.000,1.315,1.163
0.000,1.362,1.184
0.000,1.362,1.184
0.000,1.362,1.184
0.000,1.362,1.184
0.000,1.315,1.163
0.000,1.315,1.163
0.000,1.338,1.104
0.000,1.338,1.104
0.000,1.435,1.486
0.000,1.486,1.410
0.000,1.486,1.410
0.000,1.460,1.435
0.000,1.460,1.435
0.000,1.460,1.486
0.000,1.460,1.486
0.000,1.486,1.486
0.000,1.486,1.486
0.000,1.460,1.460
0.000,1.460,1.460
0.000,1.486,1.460
0.000,1.486,1.460
0.000,1.486,1.460
0.000,1.486,1.486
0.000,1.486,1.486
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.512,1.486
0.000,1.512,1.486
0.000,1.512,1.486
0.000,1.512,1.486
0.000,1.435,1.460
0.000,1.435,1.460
0.000,1.486,1.512
0.000,1.486,1.512
0.000,1.486,1.512
0.000,1.512,1.566
0.000,1.512,1.566
0.000,1.486,1.460
0.000,1.486,1.460
0.000,1.486,1.460
0.000,1.512,1.539
0.000,1.512,1.566
0.000,1.486,1.594
0.000,1.486,1.566
0.000,1.539,1.594
0.000,1.486,1.594
0.000,1.512,1.594
0.000,1.486,1.594
0.000,1.486,1.594
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.539,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.512,1.594
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.566,1.622
0.000,1.566,1.622
0.000,1.594,1.622
0.000,1.566,1.622
0.000,1.566,1.622
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.512,1.622
0.000,1.512,1.622
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.539,1.622
0.000,1.566,1.622
0.000,1.566,1.622
0.000,1.566,1.622
0.000,1.566,1.594
0.000,1.566,1.594
0.000,1.566,1.594
0.000,1.594,1.622
0.000,1.594,1.622
0.000,1.566,1.594
0.000,1.539,1.622
0.000,1.866,1.710
0.000,1.899,1.740
0.000,1.866,1.740
0.000,1.866,1.740
0.000,1.899,1.740
0.000,1.899,1.740
0.000,1.899,1.740
0.000,2.512,3.210
0.000,2.695,3.757
0.000,2.512,2.941
0.000,2.037,2.602
0.000,2.037,3.210
0.000,2.384,4.555
0.000,4.398,7.700
0.700,9.335,15.237
0.713,12.791,18.151
0.725,18.798,19.130
0.713,17.223,13.961
0.700,15.506,12.569
0.700,12.351,5.820
0.000,3.267,2.890
0.000,1.486,1.932
0.000,2.109,2.184
0.000,2.001,2.223
0.000,4.972,2.941
0.000,4.972,2.941
0.000,4.476,2.993
0.000,3.503,2.109
0.000,3.046,1.866
0.000,2.262,1.932
0.000,1.410,1.270
0.000,1.410,1.270
0.000,1.410,1.770
0.000,1.622,3.628
0.000,1.622,3.628
0.000,1.622,3.628
0.000,1.622,3.628
0.000,2.223,2.941
0.000,2.262,4.398
0.000,2.109,4.247
0.000,2.109,4.247
0.000,1.932,4.972
0.688,2.469,7.055
0.688,3.757,9.173
0.700,6.812,13.718
0.713,9.335,16.924
0.713,9.335,16.924
0.725,8.115,17.836
0.738,19.130,19.811
0.738,22.004,18.472
0.738,22.004,16.058
0.700,19.811,9.667
0.000,6.133,3.757
0.000,6.133,3.757
0.000,2.001,2.184
0.000,2.001,2.184
0.000,2.109,2.223
0.000,2.384,2.223
0.000,2.648,2.302
0.000,2.648,2.302
0.000,4.322,2.223
0.000,6.352,2.223
0.000,3.891,1.866
0.000,2.840,1.680
0.000,2.840,1.680
0.000,2.791,2.223
0.000,2.791,2.223
0.688,3.383,4.030
0.688,3.692,5.332
0.688,3.383,7.435
0.688,3.383,8.704
0.688,3.383,8.704
0.000,3.046,7.306
0.688,2.993,5.332
0.000,2.602,5.426
0.000,2.262,5.149
0.000,2.262,5.149
0.000,1.866,4.801
0.000,1.512,4.801
0.000,1.486,4.801
0.688,1.435,5.522
0.688,1.435,5.522
0.688,1.566,8.115
0.700,2.695,10.737
0.700,5.149,10.737
0.700,5.149,10.737
0.713,7.836,11.926
0.713,7.836,11.926
0.738,17.223,22.004
0.738,17.223,22.004
0.792,33.490,20.161
0.725,30.151,13.718
0.725,30.151,13.718
0.688,13.718,7.055
0.000,3.154,3.267
0.000,1.622,2.262
0.000,1.622,2.262
0.000,2.001,2.557
0.000,2.993,2.648
0.000,2.993,2.648
0.000,3.046,2.695
0.000,3.443,2.469
0.000,2.890,2.695
0.000,3.891,2.512
0.000,3.891,2.512
0.000,4.885,2.146
0.000,4.322,1.899
0.000,4.322,1.899
0.000,2.993,2.602
0.000,2.302,3.628
0.000,2.302,3.628
0.688,3.099,4.801
0.688,3.099,4.801
0.688,3.565,6.464
0.688,3.565,6.464
0.000,3.267,4.173
0.000,1.226,1.226
0.000,1.226,1.226
0.000,1.338,1.435
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.386,1.539
0.000,1.362,1.539
0.000,1.362,1.539
0.000,1.362,1.566
0.000,1.362,1.566
0.000,1.410,1.566
0.000,1.410,1.566
0.000,1.410,1.566
0.000,1.410,1.566
0.000,1.410,1.539
0.000,1.435,1.566
0.000,1.435,1.566
0.000,1.435,1.539
0.000,1.566,1.834
0.000,1.566,1.834
0.000,1.566,1.802
0.000,1.566,1.710
0.000,1.566,1.740
0.000,1.802,1.866
0.000,1.770,2.262
0.000,1.362,1.539
0.000,1.932,2.469
0.000,1.651,2.602
0.000,1.770,2.742
0.000,1.966,3.960
0.000,2.343,6.933
0.000,3.503,13.247
0.688,7.435,16.342
0.688,9.014,16.630
0.688,8.704,12.791
0.688,8.404,9.838
0.000,7.974,2.941
0.000,9.667,4.030
0.000,9.173,4.398
0.000,9.499,5.522
0.000,6.694,5.820
0.000,6.694,6.027
0.000,6.133,5.240
0.000,4.717,4.030
0.000,3.628,3.757
0.000,3.154,4.247
0.000,2.602,4.885
0.000,2.469,7.180
0.000,2.469,7.180
0.000,2.890,7.435
0.000,2.993,5.820
0.000,3.099,5.922
0.000,3.099,5.922
0.000,2.695,5.820
0.000,2.648,6.027
0.000,2.648,6.027
0.000,2.469,8.258
0.000,2.426,9.173
0.000,2.343,9.667
0.000,2.343,11.120
0.000,3.324,13.718
0.000,3.324,13.718
0.688,4.801,15.780
0.688,7.567,19.467
0.688,7.567,19.467
0.700,9.838,19.130
0.700,10.927,21.247
0.700,12.351,20.161
0.688,9.667,8.857
0.688,10.737,5.059
0.000,9.014,2.262
0.000,9.014,2.262
0.000,6.133,2.840
0.000,4.247,2.890
0.000,4.885,3.046
0.000,4.885,3.046
0.000,5.426,3.565
0.000,5.820,3.565
0.000,6.812,3.757
0.000,5.332,3.099
0.000,5.240,2.890
0.000,5.240,2.890
0.000,4.476,2.791
0.000,4.247,2.695
0.000,4.247,2.695
0.000,3.443,2.742
0.000,2.941,4.030
0.000,2.557,7.306
0.000,3.824,8.404
0.000,3.503,7.306
0.000,3.503,7.306
0.000,2.890,4.476
0.000,2.469,5.619
0.000,2.469,5.619
0.000,1.594,6.812
0.000,1.802,9.335
0.000,3.757,14.973
0.688,7.055,18.472
0.700,11.926,21.247
0.700,13.480,16.058
0.700,13.480,16.058
0.688,13.017,9.499
0.688,11.316,4.885
0.000,7.055,4.247
0.000,4.322,3.565
0.000,4.322,3.565
0.000,3.099,3.154
0.000,2.695,3.099
0.000,2.941,2.993
0.000,3.443,2.791
0.000,3.443,2.791
0.688,4.717,2.890
0.000,4.030,2.469
0.000,2.648,3.267
0.000,2.695,5.332
0.000,2.223,6.352
0.000,2.223,6.352
0.000,2.146,3.757
0.000,2.146,3.757
0.000,2.037,1.435
0.000,1.539,1.362
0.000,1.386,1.460
0.000,1.386,1.460
0.000,1.270,1.566
0.000,1.270,1.410
0.000,1.315,1.410
0.000,1.315,1.410
0.000,1.362,1.486
0.000,1.362,1.486
0.000,1.362,1.486
0.000,1.386,1.486
0.000,1.386,1.486
0.000,1.386,1.512
0.000,1.386,1.539
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.410,1.566
0.000,1.410,1.566
0.000,1.410,1.594
0.000,1.386,1.566
0.000,1.386,1.566
